type1,type2,type3,trial,start_belief,CoopEq,fc_cooperate,type1pc,CoopEq_pc
0,0,0,0,good,5e-05,0.025035999999995912,Independent Punishers: 0%,0
0,0,0,1,good,5e-05,0.02512799999999573,Independent Punishers: 0%,0
0,0,0,2,good,5e-05,0.02502199999999607,Independent Punishers: 0%,0
0,0,0,3,good,5e-05,0.025304499999996007,Independent Punishers: 0%,0
0,0,0,4,good,5e-05,0.02495699999999588,Independent Punishers: 0%,0
0,0,10,0,good,5e-05,0.025031999999995846,Independent Punishers: 0%,0
0,0,10,1,good,5e-05,0.025078999999995934,Independent Punishers: 0%,0
0,0,10,2,good,5e-05,0.025046499999995833,Independent Punishers: 0%,0
0,0,10,3,good,5e-05,0.025155999999995883,Independent Punishers: 0%,0
0,0,10,4,good,5e-05,0.024857499999995994,Independent Punishers: 0%,0
0,0,20,0,good,5e-05,0.025083499999996,Independent Punishers: 0%,0
0,0,20,1,good,5e-05,0.0249039999999958,Independent Punishers: 0%,0
0,0,20,2,good,5e-05,0.02506849999999592,Independent Punishers: 0%,0
0,0,20,3,good,5e-05,0.02512399999999592,Independent Punishers: 0%,0
0,0,20,4,good,5e-05,0.02512749999999596,Independent Punishers: 0%,0
0,0,30,0,good,5e-05,0.025107999999995776,Independent Punishers: 0%,0
0,0,30,1,good,5e-05,0.025237999999995958,Independent Punishers: 0%,0
0,0,30,2,good,5e-05,0.025213999999995892,Independent Punishers: 0%,0
0,0,30,3,good,5e-05,0.025054999999995987,Independent Punishers: 0%,0
0,0,30,4,good,5e-05,0.025001499999995944,Independent Punishers: 0%,0
0,0,40,0,good,5e-05,0.025060999999996163,Independent Punishers: 0%,0
0,0,40,1,good,5e-05,0.024829999999996077,Independent Punishers: 0%,0
0,0,40,2,good,5e-05,0.025021999999995832,Independent Punishers: 0%,0
0,0,40,3,good,5e-05,0.024997999999995864,Independent Punishers: 0%,0
0,0,40,4,good,5e-05,0.025233999999995926,Independent Punishers: 0%,0
0,0,50,0,good,5e-05,0.02499699999999589,Independent Punishers: 0%,0
0,0,50,1,good,5e-05,0.025082999999995803,Independent Punishers: 0%,0
0,0,50,2,good,5e-05,0.02511349999999582,Independent Punishers: 0%,0
0,0,50,3,good,5e-05,0.02532099999999594,Independent Punishers: 0%,0
0,0,50,4,good,5e-05,0.02517349999999581,Independent Punishers: 0%,0
0,0,60,0,good,5e-05,0.025034499999996084,Independent Punishers: 0%,0
0,0,60,1,good,5e-05,0.024976499999995908,Independent Punishers: 0%,0
0,0,60,2,good,5e-05,0.025307999999995886,Independent Punishers: 0%,0
0,0,60,3,good,5e-05,0.02516849999999586,Independent Punishers: 0%,0
0,0,60,4,good,5e-05,0.024976499999995957,Independent Punishers: 0%,0
0,0,70,0,good,5e-05,0.025044499999995896,Independent Punishers: 0%,0
0,0,70,1,good,5e-05,0.024908999999995855,Independent Punishers: 0%,0
0,0,70,2,good,5e-05,0.025044999999995814,Independent Punishers: 0%,0
0,0,70,3,good,5e-05,0.025189999999995865,Independent Punishers: 0%,0
0,0,70,4,good,5e-05,0.024989499999995782,Independent Punishers: 0%,0
0,0,80,0,good,0.00015,0.025159499999995845,Independent Punishers: 0%,0
0,0,80,1,good,0.0001,0.025127499999995848,Independent Punishers: 0%,0
0,0,80,2,good,0.0001,0.02500849999999598,Independent Punishers: 0%,0
0,0,80,3,good,0.00015,0.025255999999995997,Independent Punishers: 0%,0
0,0,80,4,good,0.0001,0.025319499999995727,Independent Punishers: 0%,0
0,0,90,0,good,1.0,0.974571499999875,Independent Punishers: 0%,100
0,0,90,1,good,1.0,0.9745864999998752,Independent Punishers: 0%,100
0,0,90,2,good,1.0,0.9745094999998782,Independent Punishers: 0%,100
0,0,90,3,good,1.0,0.9747319999998797,Independent Punishers: 0%,100
0,0,90,4,good,1.0,0.9742609999998698,Independent Punishers: 0%,100
0,0,100,0,good,1.0,0.9749744999998758,Independent Punishers: 0%,100
0,0,100,1,good,1.0,0.9751259999998776,Independent Punishers: 0%,100
0,0,100,2,good,1.0,0.9749749999998824,Independent Punishers: 0%,100
0,0,100,3,good,1.0,0.9749184999998739,Independent Punishers: 0%,100
0,0,100,4,good,1.0,0.9750074999998829,Independent Punishers: 0%,100
0,10,0,0,good,5e-05,0.024745999999995875,Independent Punishers: 0%,0
0,10,0,1,good,5e-05,0.025155499999995945,Independent Punishers: 0%,0
0,10,0,2,good,5e-05,0.024998499999995927,Independent Punishers: 0%,0
0,10,0,3,good,5e-05,0.025100999999995995,Independent Punishers: 0%,0
0,10,0,4,good,5e-05,0.025001999999996,Independent Punishers: 0%,0
0,10,10,0,good,5e-05,0.02495949999999596,Independent Punishers: 0%,0
0,10,10,1,good,5e-05,0.025004999999995992,Independent Punishers: 0%,0
0,10,10,2,good,5e-05,0.025038499999995877,Independent Punishers: 0%,0
0,10,10,3,good,5e-05,0.024997499999995752,Independent Punishers: 0%,0
0,10,10,4,good,5e-05,0.025048999999996026,Independent Punishers: 0%,0
0,10,20,0,good,5e-05,0.024900499999995863,Independent Punishers: 0%,0
0,10,20,1,good,5e-05,0.0249849999999959,Independent Punishers: 0%,0
0,10,20,2,good,5e-05,0.024904499999995965,Independent Punishers: 0%,0
0,10,20,3,good,5e-05,0.025120499999995893,Independent Punishers: 0%,0
0,10,20,4,good,5e-05,0.02510399999999605,Independent Punishers: 0%,0
0,10,30,0,good,5e-05,0.025027499999995796,Independent Punishers: 0%,0
0,10,30,1,good,5e-05,0.024972999999995887,Independent Punishers: 0%,0
0,10,30,2,good,5e-05,0.025067499999996017,Independent Punishers: 0%,0
0,10,30,3,good,5e-05,0.02509499999999573,Independent Punishers: 0%,0
0,10,30,4,good,5e-05,0.025172499999995972,Independent Punishers: 0%,0
0,10,40,0,good,5e-05,0.025042999999995954,Independent Punishers: 0%,0
0,10,40,1,good,5e-05,0.025016999999996015,Independent Punishers: 0%,0
0,10,40,2,good,5e-05,0.02512299999999595,Independent Punishers: 0%,0
0,10,40,3,good,5e-05,0.025125499999995703,Independent Punishers: 0%,0
0,10,40,4,good,5e-05,0.02484849999999605,Independent Punishers: 0%,0
0,10,50,0,good,5e-05,0.024981999999995966,Independent Punishers: 0%,0
0,10,50,1,good,5e-05,0.025160999999995937,Independent Punishers: 0%,0
0,10,50,2,good,5e-05,0.024856999999995938,Independent Punishers: 0%,0
0,10,50,3,good,5e-05,0.025114999999995995,Independent Punishers: 0%,0
0,10,50,4,good,5e-05,0.0250259999999958,Independent Punishers: 0%,0
0,10,60,0,good,5e-05,0.02515199999999592,Independent Punishers: 0%,0
0,10,60,1,good,5e-05,0.025198999999995933,Independent Punishers: 0%,0
0,10,60,2,good,5e-05,0.02526349999999589,Independent Punishers: 0%,0
0,10,60,3,good,5e-05,0.025255499999995983,Independent Punishers: 0%,0
0,10,60,4,good,5e-05,0.02500199999999591,Independent Punishers: 0%,0
0,10,70,0,good,0.00015,0.02520749999999579,Independent Punishers: 0%,0
0,10,70,1,good,0.00025,0.025256499999995876,Independent Punishers: 0%,0
0,10,70,2,good,0.0001,0.025129499999996092,Independent Punishers: 0%,0
0,10,70,3,good,0.0002,0.025364499999995842,Independent Punishers: 0%,0
0,10,70,4,good,0.0002,0.025066499999995922,Independent Punishers: 0%,0
0,10,80,0,good,1.0,0.9746679999998731,Independent Punishers: 0%,100
0,10,80,1,good,1.0,0.9743334999998777,Independent Punishers: 0%,100
0,10,80,2,good,1.0,0.9743504999998771,Independent Punishers: 0%,100
0,10,80,3,good,1.0,0.974302499999877,Independent Punishers: 0%,100
0,10,80,4,good,1.0,0.9742609999998729,Independent Punishers: 0%,100
0,10,90,0,good,1.0,0.9748439999998721,Independent Punishers: 0%,100
0,10,90,1,good,1.0,0.9748719999998803,Independent Punishers: 0%,100
0,10,90,2,good,1.0,0.9750294999998783,Independent Punishers: 0%,100
0,10,90,3,good,1.0,0.97502799999988,Independent Punishers: 0%,100
0,10,90,4,good,1.0,0.9750549999998784,Independent Punishers: 0%,100
0,20,0,0,good,5e-05,0.02508499999999598,Independent Punishers: 0%,0
0,20,0,1,good,5e-05,0.02478649999999591,Independent Punishers: 0%,0
0,20,0,2,good,5e-05,0.025201499999995994,Independent Punishers: 0%,0
0,20,0,3,good,5e-05,0.02499349999999589,Independent Punishers: 0%,0
0,20,0,4,good,5e-05,0.025125499999995738,Independent Punishers: 0%,0
0,20,10,0,good,5e-05,0.02504849999999589,Independent Punishers: 0%,0
0,20,10,1,good,5e-05,0.02499699999999588,Independent Punishers: 0%,0
0,20,10,2,good,5e-05,0.025027499999995807,Independent Punishers: 0%,0
0,20,10,3,good,5e-05,0.02496149999999581,Independent Punishers: 0%,0
0,20,10,4,good,5e-05,0.025081999999995854,Independent Punishers: 0%,0
0,20,20,0,good,5e-05,0.025101999999995926,Independent Punishers: 0%,0
0,20,20,1,good,5e-05,0.02496949999999583,Independent Punishers: 0%,0
0,20,20,2,good,5e-05,0.025193499999996045,Independent Punishers: 0%,0
0,20,20,3,good,5e-05,0.025142499999995998,Independent Punishers: 0%,0
0,20,20,4,good,5e-05,0.025042499999996044,Independent Punishers: 0%,0
0,20,30,0,good,5e-05,0.02509799999999601,Independent Punishers: 0%,0
0,20,30,1,good,5e-05,0.025122999999995982,Independent Punishers: 0%,0
0,20,30,2,good,5e-05,0.025023499999995893,Independent Punishers: 0%,0
0,20,30,3,good,5e-05,0.0249284999999959,Independent Punishers: 0%,0
0,20,30,4,good,5e-05,0.025004999999995975,Independent Punishers: 0%,0
0,20,40,0,good,5e-05,0.025166999999996043,Independent Punishers: 0%,0
0,20,40,1,good,5e-05,0.02496249999999586,Independent Punishers: 0%,0
0,20,40,2,good,5e-05,0.025230999999995816,Independent Punishers: 0%,0
0,20,40,3,good,5e-05,0.025115999999995905,Independent Punishers: 0%,0
0,20,40,4,good,5e-05,0.025102999999995972,Independent Punishers: 0%,0
0,20,50,0,good,0.0001,0.02525249999999587,Independent Punishers: 0%,0
0,20,50,1,good,0.0001,0.025251499999995933,Independent Punishers: 0%,0
0,20,50,2,good,5e-05,0.024935499999995777,Independent Punishers: 0%,0
0,20,50,3,good,5e-05,0.024974499999995833,Independent Punishers: 0%,0
0,20,50,4,good,5e-05,0.025038499999996022,Independent Punishers: 0%,0
0,20,60,0,good,0.00015,0.02535999999999603,Independent Punishers: 0%,0
0,20,60,1,good,0.0001,0.025057499999995993,Independent Punishers: 0%,0
0,20,60,2,good,0.00015,0.025255999999995792,Independent Punishers: 0%,0
0,20,60,3,good,0.0017,0.026532999999994922,Independent Punishers: 0%,0
0,20,60,4,good,0.0002,0.025227499999995812,Independent Punishers: 0%,0
0,20,70,0,good,1.0,0.9741839999998759,Independent Punishers: 0%,100
0,20,70,1,good,1.0,0.9745209999998766,Independent Punishers: 0%,100
0,20,70,2,good,1.0,0.9743384999998786,Independent Punishers: 0%,100
0,20,70,3,good,1.0,0.9742724999998771,Independent Punishers: 0%,100
0,20,70,4,good,1.0,0.9740834999998768,Independent Punishers: 0%,100
0,20,80,0,good,1.0,0.9750189999998765,Independent Punishers: 0%,100
0,20,80,1,good,1.0,0.9749414999998788,Independent Punishers: 0%,100
0,20,80,2,good,1.0,0.9750839999998785,Independent Punishers: 0%,100
0,20,80,3,good,1.0,0.9748319999998776,Independent Punishers: 0%,100
0,20,80,4,good,1.0,0.9751089999998785,Independent Punishers: 0%,100
0,30,0,0,good,5e-05,0.02508399999999573,Independent Punishers: 0%,0
0,30,0,1,good,5e-05,0.025199999999995826,Independent Punishers: 0%,0
0,30,0,2,good,5e-05,0.024937999999995915,Independent Punishers: 0%,0
0,30,0,3,good,5e-05,0.025123499999995993,Independent Punishers: 0%,0
0,30,0,4,good,5e-05,0.024799999999995905,Independent Punishers: 0%,0
0,30,10,0,good,5e-05,0.025003999999995905,Independent Punishers: 0%,0
0,30,10,1,good,5e-05,0.0249169999999961,Independent Punishers: 0%,0
0,30,10,2,good,5e-05,0.025047499999995868,Independent Punishers: 0%,0
0,30,10,3,good,5e-05,0.024920499999995918,Independent Punishers: 0%,0
0,30,10,4,good,5e-05,0.025226499999996068,Independent Punishers: 0%,0
0,30,20,0,good,5e-05,0.02499949999999587,Independent Punishers: 0%,0
0,30,20,1,good,5e-05,0.025166999999995908,Independent Punishers: 0%,0
0,30,20,2,good,5e-05,0.024907499999996013,Independent Punishers: 0%,0
0,30,20,3,good,5e-05,0.025197999999995897,Independent Punishers: 0%,0
0,30,20,4,good,5e-05,0.02514749999999584,Independent Punishers: 0%,0
0,30,30,0,good,5e-05,0.025079499999995855,Independent Punishers: 0%,0
0,30,30,1,good,5e-05,0.025014999999995884,Independent Punishers: 0%,0
0,30,30,2,good,5e-05,0.025071499999996017,Independent Punishers: 0%,0
0,30,30,3,good,5e-05,0.025060999999995864,Independent Punishers: 0%,0
0,30,30,4,good,5e-05,0.02508599999999613,Independent Punishers: 0%,0
0,30,40,0,good,0.0001,0.02485849999999595,Independent Punishers: 0%,0
0,30,40,1,good,0.0001,0.025087999999995846,Independent Punishers: 0%,0
0,30,40,2,good,0.0001,0.025174499999995922,Independent Punishers: 0%,0
0,30,40,3,good,0.0001,0.02500549999999598,Independent Punishers: 0%,0
0,30,40,4,good,0.0001,0.02509649999999596,Independent Punishers: 0%,0
0,30,50,0,good,0.0003,0.02536199999999599,Independent Punishers: 0%,0
0,30,50,1,good,0.0013,0.026180499999995378,Independent Punishers: 0%,0
0,30,50,2,good,0.00295,0.027651499999993927,Independent Punishers: 0%,0
0,30,50,3,good,0.00195,0.026779499999994766,Independent Punishers: 0%,0
0,30,50,4,good,0.0083,0.03276099999998945,Independent Punishers: 0%,0
0,30,60,0,good,1.0,0.9744239999998805,Independent Punishers: 0%,100
0,30,60,1,good,1.0,0.9745744999998759,Independent Punishers: 0%,100
0,30,60,2,good,1.0,0.9746274999998749,Independent Punishers: 0%,100
0,30,60,3,good,1.0,0.974461999999874,Independent Punishers: 0%,100
0,30,60,4,good,1.0,0.9745689999998806,Independent Punishers: 0%,100
0,30,70,0,good,1.0,0.9750304999998755,Independent Punishers: 0%,100
0,30,70,1,good,1.0,0.9750144999998803,Independent Punishers: 0%,100
0,30,70,2,good,1.0,0.9748404999998762,Independent Punishers: 0%,100
0,30,70,3,good,1.0,0.9748869999998772,Independent Punishers: 0%,100
0,30,70,4,good,1.0,0.9749119999998779,Independent Punishers: 0%,100
0,40,0,0,good,5e-05,0.025322999999995908,Independent Punishers: 0%,0
0,40,0,1,good,5e-05,0.02497949999999584,Independent Punishers: 0%,0
0,40,0,2,good,5e-05,0.025226499999995884,Independent Punishers: 0%,0
0,40,0,3,good,5e-05,0.025019499999995913,Independent Punishers: 0%,0
0,40,0,4,good,5e-05,0.025212499999995995,Independent Punishers: 0%,0
0,40,10,0,good,5e-05,0.02506699999999599,Independent Punishers: 0%,0
0,40,10,1,good,5e-05,0.02509949999999597,Independent Punishers: 0%,0
0,40,10,2,good,5e-05,0.025172499999996007,Independent Punishers: 0%,0
0,40,10,3,good,5e-05,0.025018499999995895,Independent Punishers: 0%,0
0,40,10,4,good,5e-05,0.02534899999999591,Independent Punishers: 0%,0
0,40,20,0,good,5e-05,0.02518199999999594,Independent Punishers: 0%,0
0,40,20,1,good,5e-05,0.025074999999995826,Independent Punishers: 0%,0
0,40,20,2,good,5e-05,0.02491349999999576,Independent Punishers: 0%,0
0,40,20,3,good,5e-05,0.02501549999999583,Independent Punishers: 0%,0
0,40,20,4,good,0.0001,0.02508749999999603,Independent Punishers: 0%,0
0,40,30,0,good,0.00035,0.025291999999995807,Independent Punishers: 0%,0
0,40,30,1,good,0.0001,0.025102999999995906,Independent Punishers: 0%,0
0,40,30,2,good,0.0002,0.025348999999996034,Independent Punishers: 0%,0
0,40,30,3,good,0.0001,0.02533449999999589,Independent Punishers: 0%,0
0,40,30,4,good,0.0003,0.025277999999995752,Independent Punishers: 0%,0
0,40,40,0,good,0.2798,0.28549100000007505,Independent Punishers: 0%,27
0,40,40,1,good,0.02125,0.04477599999998176,Independent Punishers: 0%,2
0,40,40,2,good,0.0769,0.09685249999998036,Independent Punishers: 0%,7
0,40,40,3,good,0.1077,0.12550750000008412,Independent Punishers: 0%,10
0,40,40,4,good,0.22725,0.2364970000000851,Independent Punishers: 0%,22
0,40,50,0,good,1.0,0.9744119999998793,Independent Punishers: 0%,100
0,40,50,1,good,1.0,0.9744814999998802,Independent Punishers: 0%,100
0,40,50,2,good,1.0,0.9745034999998766,Independent Punishers: 0%,100
0,40,50,3,good,1.0,0.9745364999998787,Independent Punishers: 0%,100
0,40,50,4,good,1.0,0.9744799999998757,Independent Punishers: 0%,100
0,40,60,0,good,1.0,0.9749539999998764,Independent Punishers: 0%,100
0,40,60,1,good,1.0,0.9747569999998729,Independent Punishers: 0%,100
0,40,60,2,good,1.0,0.9750749999998801,Independent Punishers: 0%,100
0,40,60,3,good,1.0,0.9750819999998809,Independent Punishers: 0%,100
0,40,60,4,good,1.0,0.974994999999874,Independent Punishers: 0%,100
0,50,0,0,good,5e-05,0.025040499999995858,Independent Punishers: 0%,0
0,50,0,1,good,5e-05,0.024975999999995797,Independent Punishers: 0%,0
0,50,0,2,good,5e-05,0.025233999999995777,Independent Punishers: 0%,0
0,50,0,3,good,5e-05,0.02514549999999583,Independent Punishers: 0%,0
0,50,0,4,good,5e-05,0.025120999999995917,Independent Punishers: 0%,0
0,50,10,0,good,5e-05,0.02509949999999589,Independent Punishers: 0%,0
0,50,10,1,good,0.0001,0.02524899999999579,Independent Punishers: 0%,0
0,50,10,2,good,5e-05,0.024946499999995885,Independent Punishers: 0%,0
0,50,10,3,good,5e-05,0.025092999999995876,Independent Punishers: 0%,0
0,50,10,4,good,5e-05,0.02513949999999589,Independent Punishers: 0%,0
0,50,20,0,good,0.00035,0.025629999999995646,Independent Punishers: 0%,0
0,50,20,1,good,0.0007,0.02565449999999582,Independent Punishers: 0%,0
0,50,20,2,good,0.00015,0.025088499999995784,Independent Punishers: 0%,0
0,50,20,3,good,0.001,0.026036999999995515,Independent Punishers: 0%,0
0,50,20,4,good,0.00055,0.025561499999995768,Independent Punishers: 0%,0
0,50,30,0,good,1.0,0.9605334999999036,Independent Punishers: 0%,100
0,50,30,1,good,1.0,0.9605129999998975,Independent Punishers: 0%,100
0,50,30,2,good,1.0,0.9605109999998945,Independent Punishers: 0%,100
0,50,30,3,good,0.9999,0.9604629999999043,Independent Punishers: 0%,99
0,50,30,4,good,1.0,0.9601394999998998,Independent Punishers: 0%,100
0,50,40,0,good,1.0,0.9745729999998733,Independent Punishers: 0%,100
0,50,40,1,good,1.0,0.9744904999998782,Independent Punishers: 0%,100
0,50,40,2,good,1.0,0.9744589999998745,Independent Punishers: 0%,100
0,50,40,3,good,1.0,0.9746364999998692,Independent Punishers: 0%,100
0,50,40,4,good,1.0,0.9747279999998746,Independent Punishers: 0%,100
0,50,50,0,good,1.0,0.9750774999998759,Independent Punishers: 0%,100
0,50,50,1,good,1.0,0.9748709999998728,Independent Punishers: 0%,100
0,50,50,2,good,1.0,0.9750659999998706,Independent Punishers: 0%,100
0,50,50,3,good,1.0,0.9749759999998839,Independent Punishers: 0%,100
0,50,50,4,good,1.0,0.9750649999998708,Independent Punishers: 0%,100
0,60,0,0,good,0.0001,0.025129999999995902,Independent Punishers: 0%,0
0,60,0,1,good,5e-05,0.025098499999996013,Independent Punishers: 0%,0
0,60,0,2,good,5e-05,0.024975999999995994,Independent Punishers: 0%,0
0,60,0,3,good,0.0002,0.025309499999995894,Independent Punishers: 0%,0
0,60,0,4,good,5e-05,0.025136499999995853,Independent Punishers: 0%,0
0,60,10,0,good,0.2251,0.22230300000009057,Independent Punishers: 0%,22
0,60,10,1,good,0.0315,0.052798999999979106,Independent Punishers: 0%,3
0,60,10,2,good,0.0116,0.035264999999987307,Independent Punishers: 0%,1
0,60,10,3,good,0.10535,0.11723750000004861,Independent Punishers: 0%,10
0,60,10,4,good,0.1622,0.1670595000000767,Independent Punishers: 0%,16
0,60,20,0,good,1.0,0.9632419999998995,Independent Punishers: 0%,100
0,60,20,1,good,1.0,0.9627334999998884,Independent Punishers: 0%,100
0,60,20,2,good,1.0,0.9629614999998856,Independent Punishers: 0%,100
0,60,20,3,good,1.0,0.9627864999998963,Independent Punishers: 0%,100
0,60,20,4,good,1.0,0.9625904999998968,Independent Punishers: 0%,100
0,60,30,0,good,1.0,0.9745169999998732,Independent Punishers: 0%,100
0,60,30,1,good,1.0,0.9746229999998733,Independent Punishers: 0%,100
0,60,30,2,good,1.0,0.974455999999877,Independent Punishers: 0%,100
0,60,30,3,good,1.0,0.9744759999998795,Independent Punishers: 0%,100
0,60,30,4,good,1.0,0.9745099999998771,Independent Punishers: 0%,100
0,60,40,0,good,1.0,0.9752329999998745,Independent Punishers: 0%,100
0,60,40,1,good,1.0,0.9749104999998784,Independent Punishers: 0%,100
0,60,40,2,good,1.0,0.9750604999998806,Independent Punishers: 0%,100
0,60,40,3,good,1.0,0.9751059999998781,Independent Punishers: 0%,100
0,60,40,4,good,1.0,0.9750554999998718,Independent Punishers: 0%,100
0,70,0,0,good,1.0,0.9212579999999685,Independent Punishers: 0%,100
0,70,0,1,good,0.99995,0.9210554999999735,Independent Punishers: 0%,99
0,70,0,2,good,1.0,0.9210389999999751,Independent Punishers: 0%,100
0,70,0,3,good,0.99995,0.920894499999968,Independent Punishers: 0%,99
0,70,0,4,good,1.0,0.9210699999999673,Independent Punishers: 0%,100
0,70,10,0,good,1.0,0.9645429999998872,Independent Punishers: 0%,100
0,70,10,1,good,1.0,0.9645849999998912,Independent Punishers: 0%,100
0,70,10,2,good,1.0,0.9644929999998904,Independent Punishers: 0%,100
0,70,10,3,good,1.0,0.96466349999989,Independent Punishers: 0%,100
0,70,10,4,good,1.0,0.9645999999998932,Independent Punishers: 0%,100
0,70,20,0,good,1.0,0.9745299999998811,Independent Punishers: 0%,100
0,70,20,1,good,1.0,0.9744644999998785,Independent Punishers: 0%,100
0,70,20,2,good,1.0,0.9745914999998738,Independent Punishers: 0%,100
0,70,20,3,good,1.0,0.9745784999998773,Independent Punishers: 0%,100
0,70,20,4,good,1.0,0.9746524999998765,Independent Punishers: 0%,100
0,70,30,0,good,1.0,0.9748919999998709,Independent Punishers: 0%,100
0,70,30,1,good,1.0,0.9749989999998728,Independent Punishers: 0%,100
0,70,30,2,good,1.0,0.9748164999998747,Independent Punishers: 0%,100
0,70,30,3,good,1.0,0.9751654999998766,Independent Punishers: 0%,100
0,70,30,4,good,1.0,0.9752224999998768,Independent Punishers: 0%,100
0,80,0,0,good,1.0,0.9658099999998835,Independent Punishers: 0%,100
0,80,0,1,good,1.0,0.9658264999998796,Independent Punishers: 0%,100
0,80,0,2,good,1.0,0.9657054999998874,Independent Punishers: 0%,100
0,80,0,3,good,1.0,0.9659744999998827,Independent Punishers: 0%,100
0,80,0,4,good,1.0,0.9655369999998887,Independent Punishers: 0%,100
0,80,10,0,good,1.0,0.9748189999998779,Independent Punishers: 0%,100
0,80,10,1,good,1.0,0.9743399999998752,Independent Punishers: 0%,100
0,80,10,2,good,1.0,0.9746214999998736,Independent Punishers: 0%,100
0,80,10,3,good,1.0,0.9746234999998791,Independent Punishers: 0%,100
0,80,10,4,good,1.0,0.9744074999998782,Independent Punishers: 0%,100
0,80,20,0,good,1.0,0.9749304999998696,Independent Punishers: 0%,100
0,80,20,1,good,1.0,0.9750559999998777,Independent Punishers: 0%,100
0,80,20,2,good,1.0,0.9750254999998735,Independent Punishers: 0%,100
0,80,20,3,good,1.0,0.9752349999998833,Independent Punishers: 0%,100
0,80,20,4,good,1.0,0.9750064999998745,Independent Punishers: 0%,100
0,90,0,0,good,1.0,0.974493499999877,Independent Punishers: 0%,100
0,90,0,1,good,1.0,0.974707999999877,Independent Punishers: 0%,100
0,90,0,2,good,1.0,0.9745429999998801,Independent Punishers: 0%,100
0,90,0,3,good,1.0,0.974420999999877,Independent Punishers: 0%,100
0,90,0,4,good,1.0,0.9745974999998782,Independent Punishers: 0%,100
0,90,10,0,good,1.0,0.975122999999874,Independent Punishers: 0%,100
0,90,10,1,good,1.0,0.9750454999998784,Independent Punishers: 0%,100
0,90,10,2,good,1.0,0.9750569999998745,Independent Punishers: 0%,100
0,90,10,3,good,1.0,0.9747809999998773,Independent Punishers: 0%,100
0,90,10,4,good,1.0,0.974966999999875,Independent Punishers: 0%,100
0,100,0,0,good,1.0,0.9749764999998806,Independent Punishers: 0%,100
0,100,0,1,good,1.0,0.9748984999998825,Independent Punishers: 0%,100
0,100,0,2,good,1.0,0.9751444999998761,Independent Punishers: 0%,100
0,100,0,3,good,1.0,0.9748499999998772,Independent Punishers: 0%,100
0,100,0,4,good,1.0,0.9749939999998751,Independent Punishers: 0%,100
10,0,0,0,good,5e-05,0.02916749999999421,Independent Punishers: 10%,0
10,0,0,1,good,5e-05,0.028969499999994174,Independent Punishers: 10%,0
10,0,0,2,good,5e-05,0.02901549999999419,Independent Punishers: 10%,0
10,0,0,3,good,5e-05,0.02923449999999409,Independent Punishers: 10%,0
10,0,0,4,good,5e-05,0.028994999999994303,Independent Punishers: 10%,0
10,0,10,0,good,5e-05,0.029054999999994478,Independent Punishers: 10%,0
10,0,10,1,good,5e-05,0.029070499999994337,Independent Punishers: 10%,0
10,0,10,2,good,5e-05,0.02883949999999433,Independent Punishers: 10%,0
10,0,10,3,good,5e-05,0.028898499999994273,Independent Punishers: 10%,0
10,0,10,4,good,5e-05,0.029002999999994217,Independent Punishers: 10%,0
10,0,20,0,good,5e-05,0.029192999999994265,Independent Punishers: 10%,0
10,0,20,1,good,5e-05,0.028944499999994305,Independent Punishers: 10%,0
10,0,20,2,good,5e-05,0.029054499999994113,Independent Punishers: 10%,0
10,0,20,3,good,5e-05,0.028990999999994306,Independent Punishers: 10%,0
10,0,20,4,good,5e-05,0.029186999999994225,Independent Punishers: 10%,0
10,0,30,0,good,5e-05,0.02912699999999424,Independent Punishers: 10%,0
10,0,30,1,good,5e-05,0.02889649999999432,Independent Punishers: 10%,0
10,0,30,2,good,5e-05,0.029168999999994134,Independent Punishers: 10%,0
10,0,30,3,good,5e-05,0.029064999999994262,Independent Punishers: 10%,0
10,0,30,4,good,5e-05,0.02920799999999398,Independent Punishers: 10%,0
10,0,40,0,good,5e-05,0.028764999999994365,Independent Punishers: 10%,0
10,0,40,1,good,5e-05,0.029014999999994136,Independent Punishers: 10%,0
10,0,40,2,good,5e-05,0.02904099999999422,Independent Punishers: 10%,0
10,0,40,3,good,5e-05,0.029117499999994224,Independent Punishers: 10%,0
10,0,40,4,good,5e-05,0.029014999999994153,Independent Punishers: 10%,0
10,0,50,0,good,5e-05,0.0291399999999942,Independent Punishers: 10%,0
10,0,50,1,good,5e-05,0.028843999999994277,Independent Punishers: 10%,0
10,0,50,2,good,5e-05,0.028881499999994436,Independent Punishers: 10%,0
10,0,50,3,good,5e-05,0.029323999999994136,Independent Punishers: 10%,0
10,0,50,4,good,5e-05,0.029303499999994022,Independent Punishers: 10%,0
10,0,60,0,good,5e-05,0.029095499999994136,Independent Punishers: 10%,0
10,0,60,1,good,5e-05,0.029212999999994237,Independent Punishers: 10%,0
10,0,60,2,good,5e-05,0.028927999999994358,Independent Punishers: 10%,0
10,0,60,3,good,5e-05,0.029068999999994377,Independent Punishers: 10%,0
10,0,60,4,good,5e-05,0.029083999999994257,Independent Punishers: 10%,0
10,0,70,0,good,0.00055,0.029410999999993772,Independent Punishers: 10%,0
10,0,70,1,good,0.0001,0.029291499999993892,Independent Punishers: 10%,0
10,0,70,2,good,0.00035,0.02948099999999394,Independent Punishers: 10%,0
10,0,70,3,good,0.0003,0.029507499999994018,Independent Punishers: 10%,0
10,0,70,4,good,0.00025,0.029243999999994275,Independent Punishers: 10%,0
10,0,80,0,good,1.0,0.9743604999998774,Independent Punishers: 10%,100
